web-scraper-order,web-scraper-start-url,link,link-href,prix,etat,marque,dimension
"1738771619-260","https://www.expat-dakar.com/tv-home-cinema?page=75","Télévision
                                NeufSamsung
                                                                                    Mbour,
                                                                                Thiès
                                    
                                        21. nov. '24, 11:01
                                    
                        785835353
                    
                        770128551","https://www.expat-dakar.com/annonce/television-5968258","","Neuf","Samsung",""
"1738771621-261","https://www.expat-dakar.com/tv-home-cinema?page=75","TÉLÉVISEUR 75POUCES HISENSE SMART UHD 4K
                                NeufHisense
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. nov. '24, 13:47
                                    
                    549 000 F Cfa
                        
                        784111819","https://www.expat-dakar.com/annonce/televiseur-75pouces-hisense-smart-uhd-4k-6216900","549 000 F Cfa","Neuf","Hisense","75.0 Pouces"
"1738771626-262","https://www.expat-dakar.com/tv-home-cinema?page=74","TÉLÉVISEUR HISENSE 75"" SMART UHF 4K 75A6K
                                NeufHisense
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. nov. '24, 14:12
                                    
                    549 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-hisense-75-smart-uhf-4k-75a6k-6216905","549 000 F Cfa","Neuf","Hisense","75.0 Pouces"
"1738771628-263","https://www.expat-dakar.com/tv-home-cinema?page=74","TÉLÉVISEUR 77POUCES SAMSUNG OLED SMART 4K
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. nov. '24, 13:54
                                    
                    2 300 000 F Cfa
                        
                        784111819","https://www.expat-dakar.com/annonce/televiseur-77pouces-samsung-oled-smart-4k-6216914","2 300 000 F Cfa","Neuf","Samsung","77.0 Pouces"
"1738771631-264","https://www.expat-dakar.com/tv-home-cinema?page=74","TÉLÉVISEUR LG 77POUCES OLED SMART 4K
                                NeufLG
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. nov. '24, 14:02
                                    
                    2 300 000 F Cfa
                        
                        784111819","https://www.expat-dakar.com/annonce/televiseur-lg-77pouces-oled-smart-4k-6216927","2 300 000 F Cfa","Neuf","LG","77.0 Pouces"
"1738771633-265","https://www.expat-dakar.com/tv-home-cinema?page=74","TELEVIVEUR SAMSUNG 77"" OLED SMART 4K QE77S80CAT
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. nov. '24, 14:09
                                    
                    2 300 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiveur-samsung-77-oled-smart-4k-qe77s80cat-6216925","2 300 000 F Cfa","Neuf","Samsung","77.0 Pouces"
"1738771636-266","https://www.expat-dakar.com/tv-home-cinema?page=74","TÉLÉVISEUR LG 77"" OLED SMART 4 K c 34LA
                                NeufLG
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. nov. '24, 14:38
                                    
                    2 300 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-lg-77-oled-smart-4-k-c-34la-6216946","2 300 000 F Cfa","Neuf","LG","77.0 Pouces"
"1738771638-267","https://www.expat-dakar.com/tv-home-cinema?page=74","IPTV: abonnement MENSUEL
                                NeufAll Star
                                                                                    Autres,
                                                                                Autres
                                    
                                        8. déc. '24, 10:24
                                    
                    4 000 F Cfa
                        
                        785822233
                    
                        785822233","https://www.expat-dakar.com/annonce/iptv-abonnement-mensuel-6217472","4 000 F Cfa","Neuf","All Star","0.1 Pouces"
"1738771641-268","https://www.expat-dakar.com/tv-home-cinema?page=74","LG 65 UR80 ( 2024)
                                NeufLG
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        22. nov. '24, 10:07
                                    
            450 000 F Cfa
        
                    480 000 F Cfa
                        
            Économisez 6.3%
        
                        773858723","https://www.expat-dakar.com/annonce/lg-65-ur80-2024-6129427","450 000 F Cfa
        
                    480 000 F Cfa
                        
            Économisez 6.3%","Neuf","LG","65.0 Pouces"
"1738771643-269","https://www.expat-dakar.com/tv-home-cinema?page=74","Télévision wiwlil 75 pouces smart tv
                                NeufAutre
                                                                                    Castor,
                                                                                Dakar
                                    
                                        22. nov. '24, 13:02
                                    
                    500 000 F Cfa
                        
                        775119188
                    
                        338242911","https://www.expat-dakar.com/annonce/television-wiwlil-75-pouces-smart-tv-6217751","500 000 F Cfa","Neuf","Autre","75.0 Pouces"
"1738771646-270","https://www.expat-dakar.com/tv-home-cinema?page=74","Téléviseur OLED CX de LG de 65 po avec AI ThinQ
                                VenantLG
                                                                                    Comico,
                                                                                Dakar
                                    
                                        22. nov. '24, 13:31
                                    
                    900 000 F Cfa
                        
                        781732258","https://www.expat-dakar.com/annonce/televiseur-oled-cx-de-lg-de-65-po-avec-ai-thinq-6217784","900 000 F Cfa","Venant","LG",""
"1738771648-271","https://www.expat-dakar.com/tv-home-cinema?page=74","BARRE DE SON LG
                                NeufLG
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        22. nov. '24, 16:09
                                    
                    114 900 F Cfa
                        
                        778546592","https://www.expat-dakar.com/annonce/barre-de-son-lg-6217955","114 900 F Cfa","Neuf","LG",""
"1738771653-272","https://www.expat-dakar.com/tv-home-cinema?page=73","BARRE DE SON TECHNOLUX 1000 WATT
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        22. nov. '24, 16:13
                                    
                    59 900 F Cfa
                        
                        778546592","https://www.expat-dakar.com/annonce/barre-de-son-technolux-1000-watt-6217959","59 900 F Cfa","Neuf","Autre",""
"1738771656-273","https://www.expat-dakar.com/tv-home-cinema?page=73","BARRE DE SON SAMSUNG A450 300W
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        22. nov. '24, 16:17
                                    
                    128 000 F Cfa
                        
                        778546592","https://www.expat-dakar.com/annonce/barre-de-son-samsung-a450-300w-6217961","128 000 F Cfa","Neuf","Samsung",""
"1738771658-274","https://www.expat-dakar.com/tv-home-cinema?page=73","Téléviseur Astech Smart 50 pouces android
                                NeufAstech 
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        22. nov. '24, 16:32
                                    
                    236 000 F Cfa
                        
                        778518947","https://www.expat-dakar.com/annonce/televiseur-astech-smart-50-pouces-android-6217954","236 000 F Cfa","Neuf","Astech","50.0 Pouces"
"1738771661-275","https://www.expat-dakar.com/tv-home-cinema?page=73","Videoprojecteur android 8go WiFi Bluetooth miroir d'écran
                                NeufAutre
                                                                                    Golf,
                                                                                Dakar
                                    
                                        lundi, 12:31
                                    
                    35 000 F Cfa
                        
                        784485061
                    
                        784074746
                    
                        774526008","https://www.expat-dakar.com/annonce/videoprojecteur-android-8go-wifi-bluetooth-miroir-decran-4916821","35 000 F Cfa","Neuf","Autre","170.0 Pouces"
"1738771663-276","https://www.expat-dakar.com/tv-home-cinema?page=73","TELEVISEUR HISENSE 43""' SMART VIDAA 43A4K
                                NeufHisense
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        23. nov. '24, 11:57
                                    
                    650 000 F Cfa
                        
                        776307813","https://www.expat-dakar.com/annonce/televiseur-hisense-43-smart-vidaa-43a4k-6218424","650 000 F Cfa","Neuf","Hisense","75.0 Pouces"
"1738771666-277","https://www.expat-dakar.com/tv-home-cinema?page=73","TELEVISEUR HISENSE 55"" SMART VIDAA UHD 4K 55A6M
                                NeufHisense
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        23. nov. '24, 13:09
                                    
                    325 000 F Cfa
                        
                        776307813","https://www.expat-dakar.com/annonce/televiseur-hisense-55-smart-vidaa-uhd-4k-55a6m-6218532","325 000 F Cfa","Neuf","Hisense","55.0 Pouces"
"1738771668-278","https://www.expat-dakar.com/tv-home-cinema?page=73","TELEVISEUR SAMSUNG 32UA SMART
                                NeufSamsung
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        23. nov. '24, 13:49
                                    
                    165 000 F Cfa
                        
                        776307813","https://www.expat-dakar.com/annonce/televiseur-samsung-32ua-smart-6218565","165 000 F Cfa","Neuf","Samsung","32.0 Pouces"
"1738771670-279","https://www.expat-dakar.com/tv-home-cinema?page=73","Télévision global air
                                D'occasionAutre
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        23. nov. '24, 14:08
                                    
                    150 000 F Cfa
                        
                        764981782","https://www.expat-dakar.com/annonce/television-global-air-6218547","150 000 F Cfa","D'occasion","Autre","55.0 Pouces"
"1738771673-280","https://www.expat-dakar.com/tv-home-cinema?page=73","Samsung ue 65 AU/RU 7170
                                NeufSamsung
                                                                                    Golf,
                                                                                Dakar
                                    
                                        24. nov. '24, 16:36
                                    
                    380 000 F Cfa
                        
                        784592636","https://www.expat-dakar.com/annonce/samsung-ue-65-auru-7170-6218976","380 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738771675-281","https://www.expat-dakar.com/tv-home-cinema?page=73","TÉLÉVISEUR 55POUCES SAMSUNG 4K UA 55CU7000U
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. nov. '24, 11:30
                                    
                    329 000 F Cfa
                        
                        787352634","https://www.expat-dakar.com/annonce/televiseur-55pouces-samsung-4k-ua-55cu7000u-6219621","329 000 F Cfa","Neuf","Samsung","55.0 Pouces"
"1738771680-282","https://www.expat-dakar.com/tv-home-cinema?page=72","TÉLÉVISEUR 65POUCES SAMSUNG GU SMART 4K TU6979U
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. nov. '24, 11:37
                                    
                    439 000 F Cfa
                        
                        787962051","https://www.expat-dakar.com/annonce/televiseur-65pouces-samsung-gu-smart-4k-tu6979u-6219638","439 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738771683-283","https://www.expat-dakar.com/tv-home-cinema?page=72","TELEVISEUR SAMSUNG GU 65 SMART 4K TU697U
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. nov. '24, 12:01
                                    
                    439 000 F Cfa
                        
                        784111819","https://www.expat-dakar.com/annonce/televiseur-samsung-gu-65-smart-4k-tu697u-6219674","439 000 F Cfa","Neuf","Samsung","65.0 Pouces"
"1738771685-284","https://www.expat-dakar.com/tv-home-cinema?page=72","Écran interactif intelligent 75 pouces
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. nov. '24, 17:10
                                    
                        777576061","https://www.expat-dakar.com/annonce/ecran-interactif-intelligent-75-pouces-6220004","","Neuf","Autre","75.0 Pouces"
"1738771688-285","https://www.expat-dakar.com/tv-home-cinema?page=72","Smart TV 65"" 4K Ultra HD ROCH
                                NeufRoch
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        26. nov. '24, 12:40
                                    
                    325 000 F Cfa
                        
                        778452442
                    
                        778452442","https://www.expat-dakar.com/annonce/smart-tv-65-4k-ultra-hd-roch-6220815","325 000 F Cfa","Neuf","Roch","65.0 Pouces"
"1738771691-286","https://www.expat-dakar.com/tv-home-cinema?page=72","Sony Bravia 75"" AndroidTV ( 2023)
                                NeufSony
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        26. nov. '24, 12:47
                                    
                    950 000 F Cfa
                        
                        761678532
                    
                        773757983","https://www.expat-dakar.com/annonce/sony-bravia-75-androidtv-2023-6104223","950 000 F Cfa","Neuf","Sony","75.0 Pouces"
"1738771693-287","https://www.expat-dakar.com/tv-home-cinema?page=72","TÉLÉVISEUR 43POUCES WIWLIL SMART
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. nov. '24, 09:15
                                    
                    119 000 F Cfa
                        
                        787352634","https://www.expat-dakar.com/annonce/televiseur-43pouces-wiwlil-smart-6221518","119 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738771695-288","https://www.expat-dakar.com/tv-home-cinema?page=72","TÉLÉVISEUR WIWIL 43""SMART 43QR1WS
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. nov. '24, 09:34
                                    
                    119 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-wiwil-43smart-43qr1ws-6221544","119 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738771698-289","https://www.expat-dakar.com/tv-home-cinema?page=72","tv smart astech android 4k full options
                                NeufAstech 
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        27. nov. '24, 09:50
                                    
            199 900 F Cfa
        
                    215 000 F Cfa
                        
            Économisez 7%
        
                        770521414
                    
                        709557473","https://www.expat-dakar.com/annonce/tv-smart-astech-android-4k-full-options-6201195","199 900 F Cfa
        
                    215 000 F Cfa
                        
            Économisez 7%","Neuf","Astech","50.0 Pouces"
"1738771700-290","https://www.expat-dakar.com/tv-home-cinema?page=72","Smart TV 32 deska
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. nov. '24, 10:56
                                    
                    75 000 F Cfa
                        
                        758392566","https://www.expat-dakar.com/annonce/smart-tv-32-deska-6195450","75 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738771702-291","https://www.expat-dakar.com/tv-home-cinema?page=72","Smart TV Astech 43 Android
                                NeufAstech 
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. nov. '24, 11:10
                                    
                    125 000 F Cfa
                        
                        758392566","https://www.expat-dakar.com/annonce/smart-tv-astech-43-android-6221696","125 000 F Cfa","Neuf","Astech","43.0 Pouces"
"1738771707-292","https://www.expat-dakar.com/tv-home-cinema?page=71","Deska 55pouces
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. nov. '24, 16:19
                                    
                    200 000 F Cfa
                        
                        770126906","https://www.expat-dakar.com/annonce/deska-55pouces-6222045","200 000 F Cfa","Neuf","Autre","55.0 Pouces"
"1738771710-293","https://www.expat-dakar.com/tv-home-cinema?page=71","Téléviseur 43POUCES WEST SMART ANDROID
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. nov. '24, 10:07
                                    
                    110 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/televiseur-43pouces-west-smart-android-6222532","110 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738771713-294","https://www.expat-dakar.com/tv-home-cinema?page=71","TÉLÉVISEUR WIWLIL 43POUCES SMART
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. nov. '24, 10:44
                                    
                    115 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/televiseur-wiwlil-43pouces-smart-6222572","115 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738771715-295","https://www.expat-dakar.com/tv-home-cinema?page=71","TÉLÉVISEUR WEST 43 "" SMART ANDROID 43 BD20W
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. nov. '24, 10:50
                                    
                    110 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-west-43-smart-android-43-bd20w-6222567","110 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738771718-296","https://www.expat-dakar.com/tv-home-cinema?page=71","TÉLÉVISEUR WIWLIL 43"" SMART
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. nov. '24, 11:38
                                    
                    115 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-wiwlil-43-smart-6222622","115 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738771720-297","https://www.expat-dakar.com/tv-home-cinema?page=71","TV Box 8GB | 128GB 8K Android13
                                NeufAutre
                                                                                    Grand-Yoff,
                                                                                Dakar
                                    
                                        28. nov. '24, 12:34
                                    
                                            Vendeur vérifié
                                        
            40 000 F Cfa
        
                    50 000 F Cfa
                        
            Économisez 20%
        
                        772578471","https://www.expat-dakar.com/annonce/tv-box-8gb-128gb-8k-android13-5555907","40 000 F Cfa
        
                    50 000 F Cfa
                        
            Économisez 20%","Neuf","Autre",""
"1738771723-298","https://www.expat-dakar.com/tv-home-cinema?page=71","LED TV SMART  TV SAMSUNG 55 POUCES 4K
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. nov. '24, 16:08
                                    
                                            Vendeur vérifié
                                        
            340 000 F Cfa
        
                    390 000 F Cfa
                        
            Économisez 12.8%
        
                        775267261","https://www.expat-dakar.com/annonce/led-tv-smart-tv-samsung-55-pouces-4k-3787565","340 000 F Cfa
        
                    390 000 F Cfa
                        
            Économisez 12.8%","Neuf","Samsung","55.0 Pouces"
"1738771725-299","https://www.expat-dakar.com/tv-home-cinema?page=71","Ampli-Recepeteur-Home Cine -Marantz
                                D'occasionAutre
                                                                                    VDN,
                                                                                Dakar
                                    
                                        5. déc. '24, 14:42
                                    
                    115 000 F Cfa
                        
                        788946434","https://www.expat-dakar.com/annonce/ampli-recepeteur-home-cine-marantz-6223062","115 000 F Cfa","D'occasion","Autre",""
"1738771728-300","https://www.expat-dakar.com/tv-home-cinema?page=71","TÉLÉVISEURS LG 55 pouce SMART 4K
                                NeufLG
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        29. nov. '24, 11:28
                                    
                    315 000 F Cfa
                        
                        779152473
                    
                        776784088","https://www.expat-dakar.com/annonce/televiseurs-lg-55-pouce-smart-4k-6223626","315 000 F Cfa","Neuf","LG","55.0 Pouces"
"1738771730-301","https://www.expat-dakar.com/tv-home-cinema?page=71","TV OLED Philips Ambilight 65OLED707/12
                                D'occasionPhilips
                                                                                    Fenêtre mermoz,
                                                                                Dakar
                                    
                                        29. nov. '24, 15:30
                                    
                                            Vendeur vérifié
                                        
                    900 000 F Cfa
                        
                        776604525
                    
                        774011515
                    
                        338481010","https://www.expat-dakar.com/annonce/tv-oled-philips-ambilight-65oled70712-6223632","900 000 F Cfa","D'occasion","Philips","65.0 Pouces"
"1738771735-302","https://www.expat-dakar.com/tv-home-cinema?page=70","Apple TV 4K 128GB
                                NeufApple
                                                                                    Fenêtre mermoz,
                                                                                Dakar
                                    
                                        30. nov. '24, 09:17
                                    
                                            Vendeur vérifié
                                        
            120 000 F Cfa
        
                    129 000 F Cfa
                        
            Économisez 7%
        
                        776604525
                    
                        774011515
                    
                        338481010","https://www.expat-dakar.com/annonce/apple-tv-4k-128gb-5452092","120 000 F Cfa
        
                    129 000 F Cfa
                        
            Économisez 7%","Neuf","Apple",""
"1738771737-303","https://www.expat-dakar.com/tv-home-cinema?page=70","Sony Bravia 75"" Google TV 4K
                                NeufSony
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        30. nov. '24, 11:16
                                    
                    950 000 F Cfa
                        
                        761678532
                    
                        773757983","https://www.expat-dakar.com/annonce/sony-bravia-75-google-tv-4k-6100689","950 000 F Cfa","Neuf","Sony","75.0 Pouces"
"1738771740-304","https://www.expat-dakar.com/tv-home-cinema?page=70","Abonnement IPTV
                                NeufSamsung
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        30. nov. '24, 13:56
                                    
                    5 000 F Cfa
                        
                        771971313","https://www.expat-dakar.com/annonce/abonnement-iptv-6220773","5 000 F Cfa","Neuf","Samsung",""
"1738771742-305","https://www.expat-dakar.com/tv-home-cinema?page=70","IPTV Premium
                                NeufAutre
                                                                                    Grand-Yoff,
                                                                                Dakar
                                    
                                        30. nov. '24, 15:19
                                    
                                            Vendeur vérifié
                                        
                    4 000 F Cfa
                        
                        772578471","https://www.expat-dakar.com/annonce/iptv-premium-5737795","4 000 F Cfa","Neuf","Autre",""
"1738771745-306","https://www.expat-dakar.com/tv-home-cinema?page=70","TÉLÉVISEUR 60POUCES LG SMART 4K UM7100PVB
                                NeufLG
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 10:58
                                    
                    419 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-60pouces-lg-smart-4k-um7100pvb-6225242","419 000 F Cfa","Neuf","LG","60.0 Pouces"
"1738771747-307","https://www.expat-dakar.com/tv-home-cinema?page=70","TÉLÉVISEUR 55POUCES SAMSUNG TU/AU7700KXXT
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 11:28
                                    
                    329 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-55pouces-samsung-tuau7700kxxt-6225260","329 000 F Cfa","Neuf","Samsung","55.0 Pouces"
"1738771750-308","https://www.expat-dakar.com/tv-home-cinema?page=70","Smart Tv deska 55 Pouces
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 11:58
                                    
                    199 000 F Cfa
                        
                        772828509","https://www.expat-dakar.com/annonce/smart-tv-deska-55-pouces-6142965","199 000 F Cfa","Neuf","Autre","55.0 Pouces"
"1738771752-309","https://www.expat-dakar.com/tv-home-cinema?page=70","TÉLÉVISEUR 82POUCES LG LED SMART 4K 82UP80006LA
                                NeufLG
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 12:21
                                    
                    950 000 F Cfa
                        
                        783632593","https://www.expat-dakar.com/annonce/televiseur-82pouces-lg-led-smart-4k-82up80006la-6225318","950 000 F Cfa","Neuf","LG","82.0 Pouces"
"1738771754-310","https://www.expat-dakar.com/tv-home-cinema?page=70","TELE SAMSUNG SMART TV 43
                                D'occasionSamsung
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        2. déc. '24, 12:49
                                    
                    175 000 F Cfa
                        
                        776248470","https://www.expat-dakar.com/annonce/tele-samsung-smart-tv-43-6225348","175 000 F Cfa","D'occasion","Samsung","43.0 Pouces"
"1738771757-311","https://www.expat-dakar.com/tv-home-cinema?page=70","Promo téléviseur Astech 43 pouces smart android
                                NeufAstech 
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 13:34
                                    
            135 000 F Cfa
        
                    160 000 F Cfa
                        
            Économisez 15.6%
        
                        778477678
                    
                        770617880","https://www.expat-dakar.com/annonce/promo-televiseur-astech-43-pouces-smart-android-6225407","135 000 F Cfa
        
                    160 000 F Cfa
                        
            Économisez 15.6%","Neuf","Astech","43.0 Pouces"
"1738771761-312","https://www.expat-dakar.com/tv-home-cinema?page=69","Tv 43 pouce Samsung smart tv 4k
                                NeufSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:38
                                    
                    220 000 F Cfa
                        
                        763762042","https://www.expat-dakar.com/annonce/tv-43-pouce-samsung-smart-tv-4k-6177675","220 000 F Cfa","Neuf","Samsung",""
"1738771764-313","https://www.expat-dakar.com/tv-home-cinema?page=69","HISENSE TV 32A4GS SMART VIDAA
                                NeufHisense
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        2. déc. '24, 15:11
                                    
                    110 000 F Cfa
                        
                        761745992","https://www.expat-dakar.com/annonce/hisense-tv-32a4gs-smart-vidaa-6225508","110 000 F Cfa","Neuf","Hisense",""
"1738771767-314","https://www.expat-dakar.com/tv-home-cinema?page=69","Téléviseur Samsung
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 15:45
                                    
                        774578888
                    
                        338238580
                    
                        784455800","https://www.expat-dakar.com/annonce/televiseur-samsung-5231037","","Neuf","Samsung",""
"1738771769-315","https://www.expat-dakar.com/tv-home-cinema?page=69","Téléviseur Teko 65 pouces
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 21:16
                                    
                                            Vendeur vérifié
                                        
                    270 000 F Cfa
                        
                        776270457
                    
                        766858780","https://www.expat-dakar.com/annonce/televiseur-teko-65-pouces-5972509","270 000 F Cfa","Neuf","Autre","64.9 Pouces"
"1738771771-316","https://www.expat-dakar.com/tv-home-cinema?page=69","Téléviseur Astech 50 Pouces
                                NeufAstech 
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 21:18
                                    
                                            Vendeur vérifié
                                        
                    205 000 F Cfa
                        
                        776270457
                    
                        766858780","https://www.expat-dakar.com/annonce/televiseur-astech-50-pouces-5978942","205 000 F Cfa","Neuf","Astech",""
"1738771774-317","https://www.expat-dakar.com/tv-home-cinema?page=69","Téléviseur Teko 32  Smart Tv
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 21:19
                                    
                                            Vendeur vérifié
                                        
                    65 000 F Cfa
                        
                        776270457
                    
                        766858780","https://www.expat-dakar.com/annonce/televiseur-teko-32-smart-tv-6204600","65 000 F Cfa","Neuf","Autre","32.0 Pouces"
"1738771776-318","https://www.expat-dakar.com/tv-home-cinema?page=69","TÉLÉVISEUR 43POUCES SAMSUNG SMART UA
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. déc. '24, 10:02
                                    
                    205 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/televiseur-43pouces-samsung-smart-ua-6215520","205 000 F Cfa","Neuf","Samsung","43.0 Pouces"
"1738771778-319","https://www.expat-dakar.com/tv-home-cinema?page=69","Téléviseur LG 43 Pouces
                                NeufLG
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. déc. '24, 11:24
                                    
                                            Vendeur vérifié
                                        
                    120 000 F Cfa
                        
                        776270457
                    
                        766858780","https://www.expat-dakar.com/annonce/televiseur-lg-43-pouces-6226231","120 000 F Cfa","Neuf","LG","43.0 Pouces"
"1738771781-320","https://www.expat-dakar.com/tv-home-cinema?page=69","Téléviseur Deska 55 Pouces Anti Tache
                                NeufAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. déc. '24, 11:28
                                    
                                            Vendeur vérifié
                                        
                    210 000 F Cfa
                        
                        776270457
                    
                        766858780","https://www.expat-dakar.com/annonce/televiseur-deska-55-pouces-anti-tache-6226233","210 000 F Cfa","Neuf","Autre","43.0 Pouces"
"1738771783-321","https://www.expat-dakar.com/tv-home-cinema?page=69","Hp moniteur
                                NeufAutre
                                                                                    Liberte 1,
                                                                                Dakar
                                    
                                        4. déc. '24, 08:25
                                    
                    65 000 F Cfa
                        
                        777276657","https://www.expat-dakar.com/annonce/hp-moniteur-6226573","65 000 F Cfa","Neuf","Autre","20.0 Pouces"
